packet_size,flow_duration,protocol_type,packets_per_flow,bytes_per_flow,connection_frequency,dns_entropy,src_port,dst_port,label
0.0,5.9e-05,6,2,0,33898.30508,0.0,44704,1152,1
2.5,6.170241,6,13,11615,2.106886911,0.0,54577,80,1
35.0,0.000149,17,4,204,26845.63758,2.8810059248107347,60085,53,0
0.0,4.2e-05,6,2,0,47619.04762,0.0,34200,2382,1
0.0,0.000388,6,2,0,5154.639175,0.0,55004,8080,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,41041,222,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,45638,3878,1
249.0,0.015039,17,4,3406,265.9751313,0.0,49220,88,0
59.55555556,0.242516,6,17,3786,70.09846773,0.0,1857,443,0
2.857142857,5.107363,6,13,11615,2.545344829,0.0,14163,80,1
0.0,5e-05,6,2,0,40000.0,0.0,33503,1163,1
2.0,4.463091,6,15,11615,3.36089943,0.0,57786,80,1
0.0,6.8e-05,6,2,0,29411.76471,0.0,57042,1164,1
91.875,6.702225,6,14,1113,2.088858551,0.0,6245,80,0
0.0,0.050686,6,2,0,39.45862763,0.0,58819,443,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,38529,9102,1
2.222222222,11.205271,6,14,11615,1.249411995,0.0,62242,80,1
0.0,5e-05,6,2,0,40000.0,0.0,42182,2021,1
35.0,0.00023,17,4,294,17391.30435,4.1238957003583785,7879,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,60768,1166,1
10.11538462,115.358958,6,51,18443,0.442098307,0.0,47142,80,0
0.0,0.000574,6,2,0,3484.320557,0.0,58260,8080,1
46.30434783,117.027236,6,50,26939,0.427250969,0.0,54856,443,0
2.857142857,4.915124,6,13,11615,2.644897667,0.0,50974,80,1
29.30769231,5.138939,6,23,4377,4.475632032,0.0,57765,443,0
35.0,0.000215,17,4,236,18604.65116,4.48759092624981,4337,53,0
0.0,9.2e-05,6,2,0,21739.13043,0.0,64231,9090,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,51887,35500,1
2.5,11.917709,6,13,11615,1.090813679,0.0,63243,80,1
33.0,0.046935,17,4,324,85.2242463,4.0429569607252205,47689,53,0
0.0,5.1e-05,6,2,0,39215.68627,0.0,39416,32778,1
42.0,0.095936,17,2,148,20.84723149,3.559575710376521,62414,53,0
0.0,9.4e-05,6,2,0,21276.59574,0.0,54004,1501,1
73.63157895,2.095871,6,44,5919,20.99365848,0.0,55165,465,0
0.0,2.9e-05,6,2,0,68965.51724,0.0,44690,3168,1
2.5,2.157332,6,13,11615,6.025961697,0.0,50428,80,1
0.0,5.2e-05,6,2,0,38461.53846,0.0,42784,7000,1
2.857142857,4.074264,6,13,11615,3.190760343,0.0,39972,80,1
37.0,0.030847,17,4,336,129.6722534,4.478387385313351,55711,53,0
32.0,0.000229,17,4,264,17467.24891,3.9162770343484876,27611,53,0
26.0,0.048752,17,6,188,123.071874,3.6084555865085934,57188,53,0
0.0,4.8e-05,6,2,0,41666.66667,0.0,53646,5003,1
31.22222222,116.568443,6,66,41480,0.566190972,0.0,49308,443,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,49616,444,1
0.0,5.5e-05,6,2,0,36363.63636,0.0,52150,10180,1
40.0,0.000155,17,4,192,25806.45161,2.836122147417821,59101,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,49972,8021,1
0.0,4.1e-05,6,2,0,48780.4878,0.0,39492,1002,1
403.45,8.155682,6,40,11435,4.904556112,0.0,37042,443,0
30.0,0.03077,17,4,324,129.9967501,3.727299823166138,52237,53,0
0.0,6.3e-05,6,2,0,31746.03175,0.0,32812,2107,1
0.0,8.2e-05,6,2,0,24390.2439,0.0,54812,8086,1
39.0,0.00023,17,4,188,17391.30435,3.600327248542856,60709,53,0
0.0,3.5e-05,6,2,0,57142.85714,0.0,41249,5061,1
43.0,0.084864,17,4,422,47.13423831,4.4915851591231455,30941,53,0
2.5,7.849989,6,13,11615,1.656053276,0.0,59634,80,1
33.0,0.000191,17,4,230,20942.40838,4.016896868624563,10897,53,0
59.0,0.02352,17,2,183,85.03401361,3.6499384129836363,61757,53,0
32.0,0.000205,17,4,322,19512.19512,2.6249181901088945,55581,53,0
255.1333333,51.384082,6,34,14323,0.661683515,0.0,39057,443,0
0.0,0.000942,6,4,0,4246.284501,0.0,41620,21,1
39.0,0.031912,17,6,308,188.0170469,4.064241790264521,60981,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,48880,1186,1
38.0,0.000259,17,4,728,15444.01544,4.055386754373566,61332,53,0
20.5,3.130647,6,9,169,2.874805112,0.0,9581,443,0
2.5,7.322822,6,13,11615,1.775271883,0.0,39305,80,1
10.33333333,0.236591,6,5,31,21.13351734,0.0,2203,443,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,37255,55056,1
2.857142857,7.63816,6,11,11615,1.440137415,0.0,22109,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,43166,5678,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,39776,50636,1
0.0,4.5e-05,6,2,0,44444.44444,0.0,45371,8022,1
46.0,0.053924,17,2,279,37.0892367,3.940902205181462,60655,53,0
49.0,0.094865,17,2,210,21.08259105,4.019605036730441,61579,53,0
2.222222222,2.272727,6,15,11615,6.600000792,0.0,15861,80,1
64.0,0.079378,17,2,221,25.19589811,4.316639534175945,61887,53,0
49.71428571,0.078827,6,13,4245,164.9181118,0.0,1344,443,0
0.0,0.000545,6,2,0,3669.724771,0.0,53901,8080,1
2.5,10.943216,6,14,12990,1.279331414,0.0,50763,80,1
108.2,0.102578,6,8,1067,77.98943243,0.0,53161,80,0
28.0,0.000163,17,4,208,24539.8773,3.319411992531041,55352,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,54812,2525,1
20.5,5.552709,6,9,169,1.620830481,0.0,54141,443,0
2.222222222,9.980754,6,15,11615,1.502892467,0.0,50743,80,1
46.0,0.000242,17,4,440,16528.92562,3.0017895303937014,49724,53,0
55.0,0.047615,17,2,159,42.0035703,3.457430788577762,60863,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,34025,2800,1
2.5,5.005878,6,12,11615,2.397181873,0.0,63973,80,1
43.0,0.031257,17,6,314,191.9570016,3.5466288401428656,58859,53,0
2.222222222,4.651409,6,15,11615,3.224829294,0.0,50879,80,1
44.0,0.000331,17,4,296,12084.59215,3.210624211834941,63417,53,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,35372,13783,1
2.857142857,4.291974,6,13,11615,3.028909308,0.0,38770,80,1
0.0,6e-05,6,2,0,33333.33333,0.0,54872,7778,1
68.16666667,5.31249,6,11,942,2.070592133,0.0,54039,80,0
34.0,0.059797,17,6,260,100.3394819,3.2195188306154754,62389,53,0
2.5,7.851798,6,12,11615,1.528312369,0.0,51096,80,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,43686,5989,1
40.66666667,5.626421,6,16,4076,2.843726056,0.0,54202,443,0
34.0,0.023934,17,4,448,167.1262639,2.557631439879932,59934,53,0
41.0,0.048144,17,2,160,41.54204055,2.829406824264499,61324,53,0
2.857142857,3.840682,6,14,12990,3.645185933,0.0,62085,80,1
0.0,2.1e-05,6,2,0,95238.09524,0.0,56794,2222,1
51.0,0.203897,17,2,245,9.808874088,3.337801969976557,60063,53,0
46.0,0.066716,17,4,446,59.95563283,4.200735602484846,43299,53,0
2.5,6.950249,6,13,11615,1.870436584,0.0,60463,80,1
32.0,1.092842,17,4,264,3.660181435,3.7433850422943835,2094,53,0
0.0,6e-06,6,2,0,333333.3333,0.0,41676,8042,1
23.0,0.000165,17,4,92,24242.42424,3.453107608360426,10770,53,0
2.5,1.791109,6,13,11615,7.258073071,0.0,37688,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,53106,1175,1
44.0,0.000179,17,4,288,22346.36872,2.6410594912897047,62744,53,0
0.0,2e-06,6,2,0,1000000.0,0.0,38529,563,1
0.0,2.6e-05,6,2,0,76923.07692,0.0,56722,1113,1
49.66666667,115.261134,6,40,4419,0.347038057,0.0,57289,443,0
0.0,3.7e-05,6,2,0,54054.05405,0.0,48010,119,1
2.5,3.493801,6,14,11615,4.007097141,0.0,55131,80,1
33.0,0.000214,17,4,246,18691.58879,4.4308677012313815,51802,53,0
48.0,68.021513,17,4,192,0.058804925,0.0,123,123,0
19.25,0.060093,6,8,154,133.1269865,0.0,59129,443,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,42784,1126,1
891.4,2.944409,6,12,5072,4.075520758,0.0,37348,80,0
43.0,0.000136,17,4,290,29411.76471,2.8497061086301407,57822,53,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,44511,1301,1
361.3478261,115.331781,6,40,10684,0.346825477,0.0,8012,443,0
18.5,64.085647,6,2,37,0.031208236,0.0,49477,443,0
30.0,0.095079,17,4,324,42.0702784,2.609537143714761,52662,53,0
29.16666667,6.009661,6,21,5532,3.494373476,0.0,36196,443,0
0.0,8e-06,6,2,0,250000.0,0.0,51903,1947,1
0.0,6e-05,6,2,0,33333.33333,0.0,34060,5859,1
77.0,0.000211,17,4,436,18957.34597,4.389497889646431,60075,53,0
70.55555556,6.007387,6,16,825,2.663387593,0.0,44194,443,0
37.0,0.000257,17,4,518,15564.20233,2.8865275965891803,23419,53,0
46.36363636,0.527291,6,20,4957,37.92972002,0.0,50947,443,0
26.23529412,115.813947,6,32,1425,0.276305236,0.0,49134,80,0
27.0,0.047744,17,4,232,83.78016086,3.327230753420875,49504,53,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,36894,1086,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,44030,5432,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,52160,109,1
0.0,110.992063,0,128,0,1.153235615,0.0,0,0,0
40.66666667,5.648247,6,16,5565,2.832737308,0.0,5760,443,0
38.0,0.000386,17,4,184,10362.6943,3.124570695547174,16267,53,0
48.0,0.037516,17,2,96,53.31058748,0.0,123,123,0
50.0,0.120537,17,2,195,16.59241561,4.163237852793265,62039,53,0
0.0,6.1e-05,6,2,0,32786.88525,0.0,49594,9207,1
46.5,85.669118,17,4,311,0.046691271,3.4421340847392345,61641,53,0
0.0,4.6e-05,6,2,0,43478.26087,0.0,47339,427,1
41.0,0.060221,17,2,360,33.21100613,2.6384403234606064,61000,53,0
42.0,0.208493,17,2,174,9.592648194,3.325303647964158,60179,53,0
52.0,0.049449,17,2,165,40.44571174,2.539201890662354,60153,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,64231,873,1
2.5,2.065933,6,12,11615,5.808513635,0.0,64025,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,39178,2601,1
44.58823529,61.9222,6,33,5693,0.532926802,0.0,8778,443,0
2.222222222,12.475917,6,15,11615,1.202316431,0.0,55307,80,1
2.857142857,8.45279,6,12,11615,1.419649607,0.0,30846,80,1
0.0,111.87601,0,132,0,1.179877616,0.0,0,0,0
44.0,0.000202,17,4,276,19801.9802,3.446155329072309,30302,53,0
39.0,0.06664,17,4,336,60.0240096,4.301978461347073,53628,53,0
36.0,0.184343,17,4,286,21.69868126,3.0826634493418172,19826,53,0
42.0,0.038479,17,8,492,207.9056109,3.6024816608286097,53544,53,0
41.0,0.048466,17,4,308,82.53208435,3.034565989888825,64389,53,0
0.0,7.1e-05,6,2,0,28169.01408,0.0,57782,1334,1
0.0,5e-05,6,2,0,40000.0,0.0,47096,1029,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,39836,1216,1
54.3,0.195085,6,19,4244,97.39344388,0.0,6423,443,0
0.0,0.00049,6,2,0,4081.632653,0.0,56068,8080,1
20.5,4.38407,6,10,200,2.280985477,0.0,49497,443,0
13.71428571,50.554023,6,190,166935,3.75835569,0.0,48988,80,0
0.0,0.000577,6,3,0,5199.306759,0.0,35613,80,1
32.0,0.000247,17,4,322,16194.33198,3.372298917293933,32276,53,0
36.0,0.061386,17,4,304,65.16143746,2.829247589662382,49647,53,0
2.5,5.322823,6,13,11615,2.442313036,0.0,58073,80,1
0.0,4.1e-05,6,2,0,48780.4878,0.0,38529,2399,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,38444,2034,1
44.0,0.19716,17,2,158,10.14404545,3.780324961120989,61632,53,0
210.0909091,0.288688,6,21,6757,72.74289198,0.0,55532,443,0
95.66666667,0.640256,6,11,1490,17.18062775,0.0,53894,80,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,49025,1334,1
34.0,0.071806,17,4,238,55.70565134,3.998377359253853,13472,53,0
118.6,60.581188,6,29,5266,0.478696456,0.0,2638,443,0
0.0,1e-05,6,2,0,200000.0,0.0,47164,5900,1
0.0,3.345622,6,9,0,2.690082741,0.0,51367,80,0
63.42857143,1.332123,6,84,9618,63.05724021,0.0,60920,22,0
0.0,5.5e-05,6,2,0,36363.63636,0.0,64231,54328,1
82.125,116.100533,6,65,27524,0.559859618,0.0,44645,443,0
0.0,5.7e-05,6,2,0,35087.7193,0.0,56244,3871,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,44033,3889,1
63.0,0.000445,17,2,186,4494.382022,2.5783836847687382,61108,53,0
304.4,10.15009,6,22,11183,2.167468466,0.0,39956,443,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,59460,119,1
2.857142857,8.807737,6,11,11615,1.24890196,0.0,15106,80,1
14.3,93.841036,6,40,15204,0.426252754,0.0,35598,80,0
0.0,9e-06,6,2,0,222222.2222,0.0,52212,1078,1
0.0,1.3e-05,6,2,0,153846.1538,0.0,43924,3017,1
0.0,6.004188,6,6,0,0.999302487,0.0,5967,80,0
2.857142857,3.955599,6,11,11615,2.780868334,0.0,63722,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,55479,254,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,57358,7201,1
99.4,0.151456,6,8,1294,52.82062117,0.0,56232,80,0
2.5,12.447677,6,13,11615,1.044371572,0.0,62200,80,1
61.0,0.046516,17,2,172,42.99595838,2.8348232496650096,60576,53,0
2.857142857,3.676155,6,12,11615,3.264280206,0.0,35977,80,1
0.0,6.2e-05,6,2,0,32258.06452,0.0,58040,3869,1
0.0,3.7e-05,6,2,0,54054.05405,0.0,44511,9002,1
2.222222222,12.532213,6,16,11615,1.276709868,0.0,64718,80,1
2.5,11.948947,6,12,11615,1.004272594,0.0,56931,80,1
30.0,0.060419,17,4,324,66.20433969,3.285887608745409,57087,53,0
2.5,7.399384,6,13,11615,1.756903007,0.0,41419,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,35609,15003,1
2.5,11.387698,6,12,11615,1.053768725,0.0,56002,80,1
2.222222222,10.715962,6,14,11615,1.306462266,0.0,64137,80,1
47.0,0.000185,17,4,290,21621.62162,3.0268038089357265,39146,53,0
43.0,0.287301,17,2,189,6.961340197,4.00896254125145,62155,53,0
2.222222222,4.140195,6,13,11615,3.139948722,0.0,60024,80,1
2.222222222,4.433214,6,14,11615,3.157979741,0.0,58399,80,1
2.857142857,9.619598,6,13,11615,1.351407824,0.0,61950,80,1
318.6363636,10.330295,6,25,13336,2.420066416,0.0,51756,443,0
1139.666667,0.010329,6,28,20514,2710.814212,0.0,43424,15733,0
0.0,9e-05,6,2,0,22222.22222,0.0,39583,22939,1
33.88888889,5.6262,6,15,689,2.666097899,0.0,34154,443,0
65.0,0.000216,17,4,516,18518.51852,3.806622753356294,64796,53,0
63.5,104.274918,17,4,402,0.038360136,3.1636210141527914,62288,53,0
0.0,6.9e-05,6,2,0,28985.50725,0.0,45371,19,1
57.125,0.370826,6,27,4969,72.81042861,0.0,51596,443,0
46.5,17.609022,17,4,299,0.227156284,4.414615633284101,61916,53,0
0.0,1e-05,6,2,0,200000.0,0.0,44029,9050,1
32.0,0.000179,17,4,160,22346.36872,2.7115798177576833,55974,53,0
29.0,0.000316,17,4,180,12658.22785,3.1243571443366793,60432,53,0
2.5,8.869742,6,14,11615,1.578399913,0.0,51643,80,1
0.0,6.1e-05,6,2,0,32786.88525,0.0,36448,1761,1
0.0,5.666478,6,6,0,1.058858783,0.0,43734,80,0
0.0,0.036983,6,3,0,81.11835168,0.0,50615,80,0
60.54545455,1.295245,6,88,9618,67.94081429,0.0,38096,22,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,55482,2200,1
48.0,69.068166,17,4,192,0.057913801,0.0,123,123,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,60786,9998,1
2.5,1.945101,6,12,11615,6.169345448,0.0,51289,80,1
85.6,0.141388,6,10,2694,70.72736017,0.0,38290,80,0
32.0,0.000175,17,4,160,22857.14286,3.331877607690875,1688,53,0
86.0,0.09396,6,10,2696,106.4282673,0.0,53020,80,0
0.0,4.8e-05,6,2,0,41666.66667,0.0,42849,9101,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,47904,1148,1
2.222222222,3.801229,6,15,11615,3.946092172,0.0,53041,80,1
0.0,7.4e-05,6,2,0,27027.02703,0.0,62393,10001,1
43.0,0.000178,17,4,366,22471.91011,4.250079320859643,62070,53,0
2.857142857,9.880994,6,12,11615,1.214452716,0.0,25029,80,1
2.222222222,9.598224,6,15,11615,1.562789116,0.0,52070,80,1
0.0,2.4e-05,6,2,0,83333.33333,0.0,46440,1580,1
54.0,0.138101,17,2,215,14.48215437,4.380044172525098,61150,53,0
0.0,8.5e-05,6,2,0,23529.41176,0.0,49820,7512,1
2.857142857,4.12313,6,12,11615,2.910410295,0.0,20321,80,1
116.1176471,5.217038,6,27,8050,5.175350457,0.0,53713,443,0
32.0,0.031177,17,4,320,128.2997081,3.1693411822410296,34270,53,0
50.0,1.545857,17,39,1950,25.22872426,0.0,137,137,0
61.76470588,118.168864,6,35,6207,0.296186312,0.0,4114,443,0
0.0,5.081721,6,6,0,1.180702364,0.0,56355,80,0
2.0,5.680294,6,16,11615,2.816755612,0.0,62984,80,1
42.0,0.031025,17,2,147,64.46414182,4.492119886621433,60739,53,0
0.0,5.9e-05,6,2,0,33898.30508,0.0,43924,6646,1
2.5,1.775295,6,14,11615,7.88601331,0.0,64997,80,1
31.0,0.000179,17,4,156,22346.36872,4.10135149238556,59818,53,0
0.0,3.4e-05,6,2,0,58823.52941,0.0,49025,5214,1
40.0,0.000163,17,4,192,24539.8773,3.432869743746006,52544,53,0
42.0,0.000199,17,4,288,20100.50251,3.614239749771829,41780,53,0
0.0,5.5e-05,6,2,0,36363.63636,0.0,39506,5544,1
2.857142857,12.883664,6,11,11615,0.853794386,0.0,14298,80,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,59478,1334,1
2.5,5.335928,6,13,11615,2.436314733,0.0,50153,80,1
0.0,4.6e-05,6,2,0,43478.26087,0.0,56176,7777,1
44.0,0.047218,17,2,191,42.35672837,2.5056937651187785,61177,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,59658,987,1
0.0,5.1e-05,6,2,0,39215.68627,0.0,35848,1087,1
0.0,3.1e-05,6,2,0,64516.12903,0.0,39024,22939,1
2.857142857,2.02262,6,13,11615,6.427307156,0.0,64764,80,1
2.857142857,0.15502,6,11,11615,70.95858599,0.0,59358,80,1
2.5,10.709565,6,15,11615,1.400617112,0.0,52028,80,1
33.0,0.000284,17,4,230,14084.50704,3.8163067784876903,63243,53,0
30.0,0.000943,17,4,324,4241.781548,4.3768725972740015,56395,53,0
0.0,3.2e-05,6,2,0,62500.0,0.0,38612,2035,1
2.857142857,8.048749,6,13,11615,1.615157834,0.0,59412,80,1
2.5,6.703366,6,13,11615,1.939324214,0.0,16327,80,1
0.0,0.000389,6,2,0,5141.388175,0.0,54685,8080,1
38.0,0.000155,17,4,208,25806.45161,3.1572925212353913,60975,53,0
43.0,8.080255,17,12,516,1.485101646,3.2722305274569132,60119,53,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,45371,3869,1
61.0,0.050226,17,2,150,39.82001354,3.8605536862064382,61419,53,0
2.857142857,7.983808,6,11,11615,1.377788644,0.0,37501,80,1
2.5,11.937152,6,13,11615,1.089036983,0.0,60943,80,1
0.0,1.2e-05,6,2,0,166666.6667,0.0,53430,9040,1
41.0,0.060483,17,2,138,33.06714283,3.3326002624288362,62468,53,0
0.0,4e-05,6,2,0,50000.0,0.0,36894,3551,1
2.857142857,8.931658,6,13,11615,1.455496841,0.0,53830,80,1
47.0,0.06282,17,4,636,63.67398918,4.282510515272191,49404,53,0
54.0,0.000564,17,2,124,3546.099291,4.188012730666268,60309,53,0
0.0,4.3e-05,6,2,0,46511.62791,0.0,38529,1073,1
48.0,0.061536,17,2,236,32.50130005,2.540101889056371,60175,53,0
0.0,3.9e-05,6,2,0,51282.05128,0.0,44029,1060,1
51.0,99.474534,17,4,388,0.040211297,4.215155847803787,60376,53,0
0.0,5.1e-05,6,2,0,39215.68627,0.0,47476,3077,1
118.4545455,30.791166,6,23,5878,0.746967491,0.0,53163,80,0
0.0,4.5e-05,6,2,0,44444.44444,0.0,64318,5901,1
34.0,0.000207,17,4,330,19323.6715,2.8085610278302613,62674,53,0
41.0,0.000201,17,4,264,19900.49751,3.229751222618381,34764,53,0
2.5,1.869956,6,14,11615,7.486807176,0.0,55987,80,1
0.0,9.2e-05,6,2,0,21739.13043,0.0,37796,51493,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,53178,2010,1
40.0,0.522048,17,4,160,7.662130685,3.86005568993815,65099,53,0
2.5,9.462146,6,14,11615,1.479579791,0.0,37787,80,1
2.222222222,3.069528,6,14,11615,4.560961816,0.0,64021,80,1
60.0,0.000629,17,2,264,3179.650238,2.8825972450821498,60978,53,0
2.5,4.038134,6,14,11615,3.466947853,0.0,55597,80,1
0.0,0.022327,6,7,76,313.521745,0.0,49608,443,0
0.0,0.000102,6,2,0,19607.84314,0.0,45371,7007,1
2.5,7.167809,6,14,11615,1.953177045,0.0,62027,80,1
2.222222222,4.123891,6,14,12990,3.394852095,0.0,63108,80,1
40.0,0.000201,17,4,532,19900.49751,3.170214538319066,56830,53,0
24.0,115.52833,6,35,2484,0.302955994,0.0,44190,80,0
2.857142857,0.701016,6,13,11615,18.54451254,0.0,55803,80,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,49025,898,1
33.0,0.000173,17,4,206,23121.38728,4.431330769463124,38628,53,0
52.0,0.000117,17,4,282,34188.03419,0.0,40927,389,0
37.0,0.000206,17,4,228,19417.47573,4.032207776694429,15482,53,0
82.78947368,115.800522,6,35,2509,0.302243888,0.0,6567,80,0
2.5,3.897966,6,14,11615,3.591616756,0.0,53029,80,1
70.55555556,5.438934,6,16,825,2.941752924,0.0,42315,443,0
33.0,0.000176,17,4,334,22727.27273,2.941483929083465,59047,53,0
56.0,0.050123,17,2,149,39.90184147,4.337524237800127,61144,53,0
0.0,3.2e-05,6,2,0,62500.0,0.0,34497,3323,1
2.222222222,23.857333,6,17,12990,0.712569171,0.0,64091,80,1
0.0,4.9e-05,6,2,0,40816.32653,0.0,62784,1031,1
2.222222222,1.910983,6,15,11615,7.84936339,0.0,56681,80,1
36.0,0.077645,17,6,248,77.27477623,2.5489044329393953,53274,53,0
0.0,4.9e-05,6,2,0,40816.32653,0.0,62959,4343,1
53.5,0.101725,6,18,4857,176.947653,0.0,51575,443,0
32.0,0.000162,17,4,222,24691.35802,3.2300932790148567,63840,53,0
2.222222222,9.95954,6,15,11615,1.506093655,0.0,22364,80,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,36114,8873,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,56280,49154,1
86.6,0.233269,6,11,2770,47.15585869,0.0,55019,80,0
2.5,7.940801,6,12,11615,1.511182562,0.0,52700,80,1
40.0,0.00016,17,4,282,25000.0,3.170165399048519,62269,53,0
2.5,1.855939,6,12,11615,6.465729747,0.0,55956,80,1
2.5,1.303057,6,14,11615,10.74396592,0.0,50675,80,1
37.0,0.000177,17,4,228,22598.87006,4.404890519627994,49137,53,0
0.0,6e-05,6,2,0,33333.33333,0.0,55479,5054,1
2.222222222,3.311844,6,16,11615,4.831145428,0.0,37967,80,1
2.5,2.245787,6,14,11615,6.233894844,0.0,40332,80,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,41594,515,1
0.0,4.3e-05,6,2,0,46511.62791,0.0,48472,5998,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,43872,765,1
45.1,46.548361,6,19,2547,0.408177637,0.0,52879,80,0
75.27272727,14.561427,6,21,6208,1.442166348,0.0,51287,443,0
0.0,5e-05,6,2,0,40000.0,0.0,39024,5280,1
51.27272727,0.43112,6,26,4680,60.30803489,0.0,58312,443,0
2.222222222,2.109738,6,14,11615,6.635895073,0.0,49309,80,1
0.0,5.6e-05,6,2,0,35714.28571,0.0,32870,1141,1
36.0,0.048344,17,4,296,82.74036075,3.5815432881234557,34525,53,0
2.5,11.698708,6,14,11615,1.196713346,0.0,33829,80,1
0.0,7e-05,6,2,0,28571.42857,0.0,56976,3826,1
34.0,0.098923,17,4,294,40.43549023,2.7893027563375457,27098,53,0
0.0,4e-05,6,2,0,50000.0,0.0,42254,26214,1
2.5,4.154475,6,14,11615,3.369860211,0.0,32160,80,1
0.0,4.6e-05,6,2,0,43478.26087,0.0,50088,6009,1
38.07142857,2.053617,6,24,5147,11.68669718,0.0,43416,443,0
41.0,0.033733,17,8,588,237.1564936,3.2168287965998736,59998,53,0
41.4,11.688243,6,44,34403,3.764466567,0.0,4261,443,0
34.0,0.000209,17,4,226,19138.75598,2.988401777996227,19133,53,0
0.0,4e-05,6,2,0,50000.0,0.0,34122,458,1
58.90909091,116.152737,6,40,6714,0.344374149,0.0,57746,80,0
23.0,0.000198,17,4,92,20202.0202,3.709527362397483,14712,53,0
46.0,0.18117,17,2,151,11.0393553,4.462814113497219,60623,53,0
2.857142857,8.233785,6,13,11615,1.578860755,0.0,59135,80,1
0.0,4.8e-05,6,2,0,41666.66667,0.0,56610,1999,1
78.0,0.023762,17,4,468,168.3359987,4.432039682108966,60384,53,0
2.5,2.078984,6,14,11615,6.734058559,0.0,50669,80,1
0.0,6.3e-05,6,2,0,31746.03175,0.0,36714,6565,1
0.0,6.8e-05,6,2,0,29411.76471,0.0,56528,306,1
43.0,0.000879,17,2,124,2275.312856,4.277754703173072,61524,53,0
0.0,5.5e-05,6,2,0,36363.63636,0.0,42668,2135,1
45.0,0.000182,17,4,262,21978.02198,2.665114468909768,59115,53,0
2.5,9.254759,6,13,11615,1.404682715,0.0,55736,80,1
38.0,0.000179,17,4,240,22346.36872,3.716219203137816,29944,53,0
2.0,7.56948,6,16,11615,2.113751539,0.0,58010,80,1
2.5,10.07069,6,13,11615,1.290874806,0.0,65453,80,1
46.0,0.000533,17,2,157,3752.345216,3.0466415127323114,61262,53,0
0.0,0.000622,6,2,0,3215.434084,0.0,4875,8080,1
0.0,4.4e-05,6,2,0,45454.54545,0.0,37796,19101,1
0.0,3.6e-05,6,2,0,55555.55556,0.0,43310,993,1
79.0,0.000419,17,2,242,4773.26969,3.8343229450811513,60615,53,0
35.0,0.031177,17,4,314,128.2997081,4.162195485710177,51131,53,0
43.0,0.000205,17,4,366,19512.19512,4.371622689242566,63673,53,0
116.5,42.571536,6,14,2400,0.328858231,0.0,51194,80,0
0.0,5.2e-05,6,2,0,38461.53846,0.0,59210,990,1
66.0,2.608218,6,10,625,3.834035345,0.0,54474,80,0
40.0,5.894381,6,16,4920,2.714449575,0.0,58901,443,0
0.0,4.4e-05,6,2,0,45454.54545,0.0,34110,1106,1
0.0,4.2e-05,6,2,0,47619.04762,0.0,54966,1010,1
44.0,0.000146,17,4,232,27397.26027,3.342037231690794,55941,53,0
2.0,9.710169,6,16,11615,1.647757109,0.0,51344,80,1
38.0,0.024099,17,4,338,165.981991,4.458977727298704,55591,53,0
41.0,0.085665,17,4,298,46.69351544,4.496618900234144,21199,53,0
